date,region,disease,cases,deaths,recovered,population
2023-01-06,Delhi,Malaria,1451.0,3,1448,30000000
2023-01-13,Delhi,Malaria,1427.0,9,1418,30000000
2023-01-20,Delhi,Malaria,4217.0,19,4198,30000000
2023-01-27,Delhi,Malaria,,3,594,30000000
2023-02-03,Delhi,Malaria,594.0,1,593,30000000
2023-02-10,Delhi,Malaria,327.0,1,326,30000000
2023-02-17,Delhi,Malaria,218.0,1,217,30000000
2023-02-24,Delhi,Malaria,79.0,0,79,30000000
2023-03-03,Delhi,Malaria,22.0,0,22,30000000
2023-03-10,Delhi,Malaria,0.0,0,0,30000000
2023-03-17,Delhi,Malaria,21.0,0,21,30000000
2023-03-24,Delhi,Malaria,101.0,0,101,30000000
2023-03-31,Delhi,Malaria,189.0,1,188,30000000
2023-04-07,Delhi,Malaria,309.0,1,308,30000000
2023-04-14,Delhi,Malaria,508.0,2,506,30000000
2023-04-21,Delhi,Malaria,810.0,3,807,30000000
2023-04-28,Delhi,Malaria,8116.0,40,8076,30000000
2023-05-05,Delhi,Malaria,1335.0,7,1328,30000000
2023-05-12,Delhi,Malaria,1758.0,6,1752,30000000
2023-05-19,Delhi,Malaria,2163.0,8,2155,30000000
2023-05-26,Delhi,Malaria,2311.0,16,2295,30000000
2023-06-02,Delhi,Malaria,2958.0,16,2942,30000000
2023-06-09,Delhi,Malaria,3334.0,9,3325,30000000
2023-06-16,Delhi,Malaria,2674.0,17,2657,30000000
2023-06-23,Delhi,Malaria,4053.0,21,4032,30000000
2023-06-30,Delhi,Malaria,35510.0,96,35414,30000000
2023-07-07,Delhi,Malaria,4792.0,25,4767,30000000
2023-07-14,Delhi,Malaria,3724.0,13,3711,30000000
2023-07-21,Delhi,Malaria,32167.0,85,32082,30000000
2023-07-28,Delhi,Malaria,5483.0,24,5459,30000000
2023-08-04,Delhi,Malaria,5263.0,19,5244,30000000
2023-08-11,Delhi,Malaria,4910.0,31,4879,30000000
2023-08-18,Delhi,Malaria,4752.0,18,4734,30000000
2023-08-25,Delhi,Malaria,6928.0,42,6886,30000000
2023-09-01,Delhi,Malaria,41626.0,105,41521,30000000
2023-09-08,Delhi,Malaria,4844.0,15,4829,30000000
2023-09-15,Delhi,Malaria,5540.0,18,5522,30000000
2023-09-22,Delhi,Malaria,19146.0,68,19078,30000000
2023-09-29,Delhi,Malaria,6232.0,20,6212,30000000
2023-10-06,Delhi,Malaria,4735.0,14,4721,30000000
2023-10-13,Delhi,Malaria,,37,5010,30000000
2023-10-20,Delhi,Malaria,4267.0,17,4250,30000000
2023-10-27,Delhi,Malaria,4050.0,24,4026,30000000
2023-11-03,Delhi,Malaria,5193.0,35,5158,30000000
2023-11-10,Delhi,Malaria,5044.0,27,5017,30000000
2023-11-17,Delhi,Malaria,3275.0,22,3253,30000000
2023-11-24,Delhi,Malaria,3909.0,27,3882,30000000
2023-12-01,Delhi,Malaria,3734.0,21,3713,30000000
2023-12-08,Delhi,Malaria,3303.0,22,3281,30000000
2023-12-15,Delhi,Malaria,2067.0,11,2056,30000000
2023-12-22,Delhi,Malaria,2253.0,13,2240,30000000
2021-01-01,Delhi,Cholera,2762.0,78,2684,30000000
2021-01-08,Delhi,Cholera,2640.0,62,2578,30000000
2021-01-15,Delhi,Cholera,1464.0,37,1427,30000000
2021-01-22,Delhi,Cholera,1182.0,30,1152,30000000
2021-01-29,Delhi,Cholera,587.0,13,574,30000000
2021-02-05,Delhi,Cholera,294.0,5,289,30000000
2021-02-12,Delhi,Cholera,68.0,1,67,30000000
2021-02-19,Delhi,Cholera,0.0,0,0,30000000
2021-02-26,Delhi,Cholera,56.0,1,55,30000000
2021-03-05,Delhi,Cholera,314.0,3,311,30000000
2021-03-12,Delhi,Cholera,657.0,15,642,30000000
2021-03-19,Delhi,Cholera,1012.0,23,989,30000000
2021-03-26,Delhi,Cholera,1798.0,21,1777,30000000
2021-04-02,Delhi,Cholera,2691.0,35,2656,30000000
2021-04-09,Delhi,Cholera,2808.0,51,2757,30000000
2021-04-16,Delhi,Cholera,3532.0,57,3475,30000000
2021-04-23,Delhi,Cholera,5862.0,66,5796,30000000
2021-04-30,Delhi,Cholera,6845.0,93,6752,30000000
2021-05-07,Delhi,Cholera,5821.0,146,5675,30000000
2021-05-14,Delhi,Cholera,8561.0,116,8445,30000000
2021-05-21,Delhi,Cholera,8583.0,88,8495,30000000
2021-05-28,Delhi,Cholera,12330.0,259,12071,30000000
2021-06-04,Delhi,Cholera,12334.0,310,12024,30000000
2021-06-11,Delhi,Cholera,10503.0,305,10198,30000000
2021-06-18,Delhi,Cholera,11589.0,235,11354,30000000
2021-06-25,Delhi,Cholera,16149.0,231,15918,30000000
2021-07-02,Delhi,Cholera,18415.0,362,18053,30000000
2021-07-09,Delhi,Cholera,15763.0,444,15319,30000000
2021-07-16,Delhi,Cholera,16752.0,215,16537,30000000
2021-07-23,Delhi,Cholera,43936.0,980,42956,30000000
2021-07-30,Delhi,Cholera,,408,15072,30000000
2021-08-06,Delhi,Cholera,18676.0,348,18328,30000000
2021-08-13,Delhi,Cholera,18648.0,415,18233,30000000
2021-08-20,Delhi,Cholera,20654.0,619,20035,30000000
2021-08-27,Delhi,Cholera,16930.0,337,16593,30000000
2021-09-03,Delhi,Cholera,17110.0,469,16641,30000000
2021-09-10,Delhi,Cholera,18710.0,462,18248,30000000
2021-09-17,Delhi,Cholera,16426.0,324,16102,30000000
2021-09-24,Delhi,Cholera,18833.0,388,18445,30000000
2021-10-01,Delhi,Cholera,16925.0,286,16639,30000000
2021-10-08,Delhi,Cholera,15734.0,209,15525,30000000
2021-10-15,Delhi,Cholera,15202.0,328,14874,30000000
2021-10-22,Delhi,Cholera,12441.0,187,12254,30000000
2021-10-29,Delhi,Cholera,13850.0,297,13553,30000000
2021-11-05,Delhi,Cholera,11413.0,301,11112,30000000
2021-11-12,Delhi,Cholera,11033.0,184,10849,30000000
2021-11-19,Delhi,Cholera,9287.0,111,9176,30000000
2021-11-26,Delhi,Cholera,52018.0,712,51306,30000000
2021-12-03,Delhi,Cholera,6405.0,117,6288,30000000
2021-12-10,Delhi,Cholera,4944.0,119,4825,30000000
2021-12-17,Delhi,Cholera,4377.0,57,4320,30000000
2021-12-24,Delhi,Cholera,4396.0,45,4351,30000000
2021-12-31,Delhi,Cholera,3529.0,41,3488,30000000
2022-01-07,Delhi,Cholera,2343.0,54,2289,30000000
2022-01-14,Delhi,Cholera,1449.0,32,1417,30000000
2022-01-21,Delhi,Cholera,1017.0,16,1001,30000000
2022-01-28,Delhi,Cholera,517.0,7,510,30000000
2022-02-04,Delhi,Cholera,301.0,7,294,30000000
2022-02-11,Delhi,Cholera,,1,63,30000000
2022-02-18,Delhi,Cholera,0.0,0,0,30000000
2022-02-25,Delhi,Cholera,675.0,16,659,30000000
2022-03-04,Delhi,Cholera,313.0,9,304,30000000
2022-03-11,Delhi,Cholera,678.0,12,666,30000000
2022-03-18,Delhi,Cholera,1144.0,21,1123,30000000
2022-03-25,Delhi,Cholera,1680.0,35,1645,30000000
2022-04-01,Delhi,Cholera,2214.0,59,2155,30000000
2022-04-08,Delhi,Cholera,3275.0,60,3215,30000000
2022-04-15,Delhi,Cholera,3558.0,100,3458,30000000
2022-04-22,Delhi,Cholera,4066.0,75,3991,30000000
2022-04-29,Delhi,Cholera,6547.0,122,6425,30000000
2022-05-06,Delhi,Cholera,6942.0,170,6772,30000000
2022-05-13,Delhi,Cholera,9495.0,185,9310,30000000
2022-05-20,Delhi,Cholera,8050.0,126,7924,30000000
2022-05-27,Delhi,Cholera,9701.0,162,9539,30000000
2022-06-03,Delhi,Cholera,10628.0,179,10449,30000000
2022-06-10,Delhi,Cholera,11679.0,160,11519,30000000
2022-06-17,Delhi,Cholera,15607.0,242,15365,30000000
2022-06-24,Delhi,Cholera,13887.0,342,13545,30000000
2022-07-01,Delhi,Cholera,12924.0,161,12763,30000000
2022-07-08,Delhi,Cholera,14694.0,258,14436,30000000
2022-07-15,Delhi,Cholera,16763.0,291,16472,30000000
2022-07-22,Delhi,Cholera,16282.0,316,15966,30000000
2022-07-29,Delhi,Cholera,15429.0,354,15075,30000000
2022-08-05,Delhi,Cholera,14885.0,266,14619,30000000
2022-08-12,Delhi,Cholera,21985.0,530,21455,30000000
2022-08-19,Delhi,Cholera,16750.0,372,16378,30000000
2022-08-26,Delhi,Cholera,19308.0,260,19048,30000000
2022-09-02,Delhi,Cholera,21054.0,545,20509,30000000
2022-09-09,Delhi,Cholera,14930.0,434,14496,30000000
2022-09-16,Delhi,Cholera,16966.0,364,16602,30000000
2022-09-23,Delhi,Cholera,15225.0,180,15045,30000000
2022-09-30,Delhi,Cholera,15818.0,397,15421,30000000
2022-10-07,Delhi,Cholera,14151.0,261,13890,30000000
2022-10-14,Delhi,Cholera,12264.0,358,11906,30000000
2022-10-21,Delhi,Cholera,14626.0,228,14398,30000000
2022-10-28,Delhi,Cholera,14352.0,415,13937,30000000
2022-11-04,Delhi,Cholera,13079.0,262,12817,30000000
2022-11-11,Delhi,Cholera,12064.0,122,11942,30000000
2022-11-18,Delhi,Cholera,8576.0,89,8487,30000000
2022-11-25,Delhi,Cholera,6781.0,101,6680,30000000
2022-12-02,Delhi,Cholera,5917.0,118,5799,30000000
2022-12-09,Delhi,Cholera,5065.0,90,4975,30000000
2022-12-16,Delhi,Cholera,5142.0,140,5002,30000000
2022-12-23,Delhi,Cholera,4126.0,80,4046,30000000
2022-12-30,Delhi,Cholera,3358.0,59,3299,30000000
2023-01-06,Delhi,Cholera,2482.0,28,2454,30000000
2023-01-13,Delhi,Cholera,1525.0,40,1485,30000000
2023-01-20,Delhi,Cholera,1182.0,12,1170,30000000
2023-01-27,Delhi,Cholera,629.0,15,614,30000000
2023-02-03,Delhi,Cholera,,8,310,30000000
2023-02-10,Delhi,Cholera,80.0,1,79,30000000
2023-02-17,Delhi,Cholera,0.0,0,0,30000000
2023-02-24,Delhi,Cholera,79.0,1,78,30000000
2023-03-03,Delhi,Cholera,307.0,3,304,30000000
2023-03-10,Delhi,Cholera,694.0,14,680,30000000
2023-03-17,Delhi,Cholera,897.0,11,886,30000000
2023-03-24,Delhi,Cholera,1786.0,20,1766,30000000
2023-03-31,Delhi,Cholera,24716.0,655,24061,30000000
2023-04-07,Delhi,Cholera,3018.0,61,2957,30000000
2023-04-14,Delhi,Cholera,4032.0,75,3957,30000000
2023-04-21,Delhi,Cholera,4700.0,93,4607,30000000
2023-04-28,Delhi,Cholera,6191.0,158,6033,30000000
2023-05-05,Delhi,Cholera,,63,5862,30000000
2023-05-12,Delhi,Cholera,6871.0,75,6796,30000000
2023-05-19,Delhi,Cholera,9597.0,131,9466,30000000
2023-05-26,Delhi,Cholera,9403.0,105,9298,30000000
2023-06-02,Delhi,Cholera,9302.0,271,9031,30000000
2023-06-09,Delhi,Cholera,14243.0,267,13976,30000000
2023-06-16,Delhi,Cholera,11938.0,158,11780,30000000
2023-06-23,Delhi,Cholera,15074.0,415,14659,30000000
2023-06-30,Delhi,Cholera,14656.0,364,14292,30000000
2023-07-07,Delhi,Cholera,15828.0,314,15514,30000000
2023-07-14,Delhi,Cholera,16863.0,192,16671,30000000
2023-07-21,Delhi,Cholera,17659.0,307,17352,30000000
2023-07-28,Delhi,Cholera,21357.0,283,21074,30000000
2023-08-04,Delhi,Cholera,17504.0,425,17079,30000000
2023-08-11,Delhi,Cholera,18521.0,548,17973,30000000
2023-08-18,Delhi,Cholera,19762.0,516,19246,30000000
2023-08-25,Delhi,Cholera,21601.0,220,21381,30000000
2023-09-01,Delhi,Cholera,19314.0,380,18934,30000000
2023-09-08,Delhi,Cholera,14441.0,356,14085,30000000
2023-09-15,Delhi,Cholera,34034.0,713,33321,30000000
2023-09-22,Delhi,Cholera,16240.0,349,15891,30000000
2023-09-29,Delhi,Cholera,65428.0,1836,63592,30000000
2023-10-06,Delhi,Cholera,17587.0,483,17104,30000000
2023-10-13,Delhi,Cholera,101679.0,1037,100642,30000000
2023-10-20,Delhi,Cholera,11044.0,132,10912,30000000
2023-10-27,Delhi,Cholera,10503.0,116,10387,30000000
2023-11-03,Delhi,Cholera,12520.0,373,12147,30000000
2023-11-10,Delhi,Cholera,12079.0,161,11918,30000000
2023-11-17,Delhi,Cholera,10409.0,255,10154,30000000
2023-11-24,Delhi,Cholera,8040.0,225,7815,30000000
2023-12-01,Delhi,Cholera,8471.0,213,8258,30000000
2023-12-08,Delhi,Cholera,5745.0,154,5591,30000000
2023-12-15,Delhi,Cholera,4890.0,89,4801,30000000
2023-12-22,Delhi,Cholera,4290.0,68,4222,30000000
2021-01-01,Delhi,Influenza,13818.0,10,13808,30000000
2021-01-08,Delhi,Influenza,11605.0,9,11596,30000000
2021-01-15,Delhi,Influenza,16341.0,15,16326,30000000
2021-01-22,Delhi,Influenza,18163.0,24,18139,30000000
2021-01-29,Delhi,Influenza,17805.0,25,17780,30000000
2021-02-05,Delhi,Influenza,18121.0,13,18108,30000000
2021-02-12,Delhi,Influenza,22646.0,15,22631,30000000
2021-02-19,Delhi,Influenza,22438.0,20,22418,30000000
2021-02-26,Delhi,Influenza,27289.0,26,27263,30000000
2021-03-05,Delhi,Influenza,24895.0,28,24867,30000000
2021-03-12,Delhi,Influenza,28562.0,22,28540,30000000
2021-03-19,Delhi,Influenza,21885.0,24,21861,30000000
2021-03-26,Delhi,Influenza,24343.0,19,24324,30000000
2021-04-02,Delhi,Influenza,23971.0,29,23942,30000000
2021-04-09,Delhi,Influenza,22472.0,32,22440,30000000
2021-04-16,Delhi,Influenza,24756.0,37,24719,30000000
2021-04-23,Delhi,Influenza,25462.0,24,25438,30000000
2021-04-30,Delhi,Influenza,23246.0,15,23231,30000000
2021-05-07,Delhi,Influenza,22274.0,30,22244,30000000
2021-05-14,Delhi,Influenza,25083.0,12,25071,30000000
2021-05-21,Delhi,Influenza,20609.0,11,20598,30000000
2021-05-28,Delhi,Influenza,23825.0,21,23804,30000000
2021-06-04,Delhi,Influenza,21831.0,22,21809,30000000
2021-06-11,Delhi,Influenza,14297.0,17,14280,30000000
2021-06-18,Delhi,Influenza,13130.0,15,13115,30000000
2021-06-25,Delhi,Influenza,14662.0,13,14649,30000000
2021-07-02,Delhi,Influenza,12516.0,13,12503,30000000
2021-07-09,Delhi,Influenza,9379.0,6,9373,30000000
2021-07-16,Delhi,Influenza,11145.0,7,11138,30000000
2021-07-23,Delhi,Influenza,9568.0,12,9556,30000000
2021-07-30,Delhi,Influenza,6306.0,3,6303,30000000
2021-08-06,Delhi,Influenza,5205.0,3,5202,30000000
2021-08-13,Delhi,Influenza,4106.0,2,4104,30000000
2021-08-20,Delhi,Influenza,3849.0,4,3845,30000000
2021-08-27,Delhi,Influenza,2669.0,2,2667,30000000
2021-09-03,Delhi,Influenza,1294.0,1,1293,30000000
2021-09-10,Delhi,Influenza,726.0,0,726,30000000
2021-09-17,Delhi,Influenza,440.0,0,440,30000000
2021-09-24,Delhi,Influenza,107.0,0,107,30000000
2021-10-01,Delhi,Influenza,0.0,0,0,30000000
2021-10-08,Delhi,Influenza,90.0,0,90,30000000
2021-10-15,Delhi,Influenza,302.0,0,302,30000000
2021-10-22,Delhi,Influenza,891.0,0,891,30000000
2021-10-29,Delhi,Influenza,1301.0,1,1300,30000000
2021-11-05,Delhi,Influenza,2355.0,1,2354,30000000
2021-11-12,Delhi,Influenza,3770.0,3,3767,30000000
2021-11-19,Delhi,Influenza,4132.0,4,4128,30000000
2021-11-26,Delhi,Influenza,4665.0,3,4662,30000000
2021-12-03,Delhi,Influenza,6079.0,6,6073,30000000
2021-12-10,Delhi,Influenza,7792.0,5,7787,30000000
2021-12-17,Delhi,Influenza,11597.0,16,11581,30000000
2021-12-24,Delhi,Influenza,9858.0,5,9853,30000000
2021-12-31,Delhi,Influenza,13770.0,8,13762,30000000
2022-01-07,Delhi,Influenza,17083.0,8,17075,30000000
2022-01-14,Delhi,Influenza,17488.0,9,17479,30000000
2022-01-21,Delhi,Influenza,,17,15601,30000000
2022-01-28,Delhi,Influenza,22516.0,18,22498,30000000
2022-02-04,Delhi,Influenza,18285.0,21,18264,30000000
2022-02-11,Delhi,Influenza,19479.0,11,19468,30000000
2022-02-18,Delhi,Influenza,21363.0,19,21344,30000000
2022-02-25,Delhi,Influenza,26754.0,31,26723,30000000
2022-03-04,Delhi,Influenza,23989.0,35,23954,30000000
2022-03-11,Delhi,Influenza,22607.0,30,22577,30000000
2022-03-18,Delhi,Influenza,24188.0,21,24167,30000000
2022-03-25,Delhi,Influenza,28881.0,41,28840,30000000
2022-04-01,Delhi,Influenza,21316.0,28,21288,30000000
2022-04-08,Delhi,Influenza,24905.0,15,24890,30000000
2022-04-15,Delhi,Influenza,26005.0,17,25988,30000000
2022-04-22,Delhi,Influenza,25703.0,26,25677,30000000
2022-04-29,Delhi,Influenza,28975.0,16,28959,30000000
2022-05-06,Delhi,Influenza,25392.0,13,25379,30000000
2022-05-13,Delhi,Influenza,195631.0,207,195424,30000000
2022-05-20,Delhi,Influenza,21800.0,25,21775,30000000
2022-05-27,Delhi,Influenza,,18,22245,30000000
2022-06-03,Delhi,Influenza,200035.0,155,199880,30000000
2022-06-10,Delhi,Influenza,20426.0,30,20396,30000000
2022-06-17,Delhi,Influenza,12905.0,16,12889,30000000
2022-06-24,Delhi,Influenza,127343.0,78,127265,30000000
2022-07-01,Delhi,Influenza,14846.0,20,14826,30000000
2022-07-08,Delhi,Influenza,13296.0,8,13288,30000000
2022-07-15,Delhi,Influenza,9286.0,10,9276,30000000
2022-07-22,Delhi,Influenza,9344.0,5,9339,30000000
2022-07-29,Delhi,Influenza,5988.0,7,5981,30000000
2022-08-05,Delhi,Influenza,5773.0,4,5769,30000000
2022-08-12,Delhi,Influenza,4380.0,4,4376,30000000
2022-08-19,Delhi,Influenza,17555.0,22,17533,30000000
2022-08-26,Delhi,Influenza,8662.0,10,8652,30000000
2022-09-02,Delhi,Influenza,1608.0,1,1607,30000000
2022-09-09,Delhi,Influenza,967.0,0,967,30000000
2022-09-16,Delhi,Influenza,402.0,0,402,30000000
2022-09-23,Delhi,Influenza,75.0,0,75,30000000
2022-09-30,Delhi,Influenza,0.0,0,0,30000000
2022-10-07,Delhi,Influenza,103.0,0,103,30000000
2022-10-14,Delhi,Influenza,316.0,0,316,30000000
2022-10-21,Delhi,Influenza,669.0,0,669,30000000
2022-10-28,Delhi,Influenza,1701.0,1,1700,30000000
2022-11-04,Delhi,Influenza,2586.0,1,2585,30000000
2022-11-11,Delhi,Influenza,2683.0,2,2681,30000000
2022-11-18,Delhi,Influenza,3516.0,3,3513,30000000
2022-11-25,Delhi,Influenza,6640.0,8,6632,30000000
2022-12-02,Delhi,Influenza,5954.0,8,5946,30000000
2022-12-09,Delhi,Influenza,9838.0,6,9832,30000000
2022-12-16,Delhi,Influenza,9535.0,7,9528,30000000
2022-12-23,Delhi,Influenza,12553.0,10,12543,30000000
2022-12-30,Delhi,Influenza,11941.0,14,11927,30000000
2023-01-06,Delhi,Influenza,12305.0,8,12297,30000000
2023-01-13,Delhi,Influenza,16745.0,23,16722,30000000
2023-01-20,Delhi,Influenza,16645.0,14,16631,30000000
2023-01-27,Delhi,Influenza,16508.0,13,16495,30000000
2023-02-03,Delhi,Influenza,17780.0,25,17755,30000000
2023-02-10,Delhi,Influenza,21580.0,27,21553,30000000
2023-02-17,Delhi,Influenza,20850.0,22,20828,30000000
2023-02-24,Delhi,Influenza,22159.0,13,22146,30000000
2023-03-03,Delhi,Influenza,23123.0,15,23108,30000000
2023-03-10,Delhi,Influenza,22158.0,20,22138,30000000
2023-03-17,Delhi,Influenza,29336.0,30,29306,30000000
2023-03-24,Delhi,Influenza,24123.0,18,24105,30000000
2023-03-31,Delhi,Influenza,22003.0,26,21977,30000000
2023-04-07,Delhi,Influenza,30364.0,45,30319,30000000
2023-04-14,Delhi,Influenza,27951.0,40,27911,30000000
2023-04-21,Delhi,Influenza,21029.0,27,21002,30000000
2023-04-28,Delhi,Influenza,138265.0,78,138187,30000000
2023-05-05,Delhi,Influenza,205254.0,291,204963,30000000
2023-05-12,Delhi,Influenza,25280.0,29,25251,30000000
2023-05-19,Delhi,Influenza,181062.0,130,180932,30000000
2023-05-26,Delhi,Influenza,23714.0,21,23693,30000000
2023-06-02,Delhi,Influenza,15117.0,17,15100,30000000
2023-06-09,Delhi,Influenza,14692.0,11,14681,30000000
2023-06-16,Delhi,Influenza,14184.0,21,14163,30000000
2023-06-23,Delhi,Influenza,16181.0,15,16166,30000000
2023-06-30,Delhi,Influenza,13484.0,8,13476,30000000
2023-07-07,Delhi,Influenza,,14,10879,30000000
2023-07-14,Delhi,Influenza,10037.0,10,10027,30000000
2023-07-21,Delhi,Influenza,9839.0,8,9831,30000000
2023-07-28,Delhi,Influenza,8237.0,10,8227,30000000
2023-08-04,Delhi,Influenza,5326.0,4,5322,30000000
2023-08-11,Delhi,Influenza,4096.0,2,4094,30000000
2023-08-18,Delhi,Influenza,2839.0,1,2838,30000000
2023-08-25,Delhi,Influenza,2665.0,1,2664,30000000
2023-09-01,Delhi,Influenza,1239.0,0,1239,30000000
2023-09-08,Delhi,Influenza,798.0,0,798,30000000
2023-09-15,Delhi,Influenza,3682.0,3,3679,30000000
2023-09-22,Delhi,Influenza,78.0,0,78,30000000
2023-09-29,Delhi,Influenza,0.0,0,0,30000000
2023-10-06,Delhi,Influenza,104.0,0,104,30000000
2023-10-13,Delhi,Influenza,354.0,0,354,30000000
2023-10-20,Delhi,Influenza,6286.0,7,6279,30000000
2023-10-27,Delhi,Influenza,1223.0,0,1223,30000000
2023-11-03,Delhi,Influenza,2241.0,2,2239,30000000
2023-11-10,Delhi,Influenza,2795.0,3,2792,30000000
2023-11-17,Delhi,Influenza,4926.0,3,4923,30000000
2023-11-24,Delhi,Influenza,4941.0,4,4937,30000000
2023-12-01,Delhi,Influenza,7347.0,9,7338,30000000
2023-12-08,Delhi,Influenza,8951.0,5,8946,30000000
2023-12-15,Delhi,Influenza,47115.0,26,47089,30000000
2023-12-22,Delhi,Influenza,11808.0,6,11802,30000000
2021-01-01,Delhi,COVID-19,14351.0,318,14033,30000000
2021-01-08,Delhi,COVID-19,16246.0,137,16109,30000000
2021-01-15,Delhi,COVID-19,16283.0,323,15960,30000000
2021-01-22,Delhi,COVID-19,22065.0,468,21597,30000000
2021-01-29,Delhi,COVID-19,23557.0,383,23174,30000000
2021-02-05,Delhi,COVID-19,21966.0,240,21726,30000000
2021-02-12,Delhi,COVID-19,28914.0,492,28422,30000000
2021-02-19,Delhi,COVID-19,25421.0,478,24943,30000000
2021-02-26,Delhi,COVID-19,21880.0,274,21606,30000000
2021-03-05,Delhi,COVID-19,29839.0,503,29336,30000000
2021-03-12,Delhi,COVID-19,22908.0,314,22594,30000000
2021-03-19,Delhi,COVID-19,32142.0,295,31847,30000000
2021-03-26,Delhi,COVID-19,23202.0,432,22770,30000000
2021-04-02,Delhi,COVID-19,33654.0,362,33292,30000000
2021-04-09,Delhi,COVID-19,28735.0,466,28269,30000000
2021-04-16,Delhi,COVID-19,30335.0,420,29915,30000000
2021-04-23,Delhi,COVID-19,28454.0,358,28096,30000000
2021-04-30,Delhi,COVID-19,26708.0,282,26426,30000000
2021-05-07,Delhi,COVID-19,30306.0,651,29655,30000000
2021-05-14,Delhi,COVID-19,24993.0,512,24481,30000000
2021-05-21,Delhi,COVID-19,164992.0,2870,162122,30000000
2021-05-28,Delhi,COVID-19,239246.0,1827,237419,30000000
2021-06-04,Delhi,COVID-19,17764.0,343,17421,30000000
2021-06-11,Delhi,COVID-19,20563.0,154,20409,30000000
2021-06-18,Delhi,COVID-19,15952.0,139,15813,30000000
2021-06-25,Delhi,COVID-19,15985.0,130,15855,30000000
2021-07-02,Delhi,COVID-19,15644.0,163,15481,30000000
2021-07-09,Delhi,COVID-19,10813.0,239,10574,30000000
2021-07-16,Delhi,COVID-19,11977.0,126,11851,30000000
2021-07-23,Delhi,COVID-19,10358.0,95,10263,30000000
2021-07-30,Delhi,COVID-19,7487.0,142,7345,30000000
2021-08-06,Delhi,COVID-19,5935.0,101,5834,30000000
2021-08-13,Delhi,COVID-19,4047.0,74,3973,30000000
2021-08-20,Delhi,COVID-19,3554.0,56,3498,30000000
2021-08-27,Delhi,COVID-19,2528.0,43,2485,30000000
2021-09-03,Delhi,COVID-19,1875.0,18,1857,30000000
2021-09-10,Delhi,COVID-19,1075.0,13,1062,30000000
2021-09-17,Delhi,COVID-19,500.0,9,491,30000000
2021-09-24,Delhi,COVID-19,110.0,2,108,30000000
2021-10-01,Delhi,COVID-19,0.0,0,0,30000000
2021-10-08,Delhi,COVID-19,103.0,2,101,30000000
2021-10-15,Delhi,COVID-19,,4,400,30000000
2021-10-22,Delhi,COVID-19,1003.0,19,984,30000000
2021-10-29,Delhi,COVID-19,1625.0,12,1613,30000000
2021-11-05,Delhi,COVID-19,2182.0,24,2158,30000000
2021-11-12,Delhi,COVID-19,3085.0,28,3057,30000000
2021-11-19,Delhi,COVID-19,4109.0,35,4074,30000000
2021-11-26,Delhi,COVID-19,7388.0,160,7228,30000000
2021-12-03,Delhi,COVID-19,7820.0,103,7717,30000000
2021-12-10,Delhi,COVID-19,7817.0,60,7757,30000000
2021-12-17,Delhi,COVID-19,9467.0,179,9288,30000000
2021-12-24,Delhi,COVID-19,81496.0,1715,79781,30000000
2021-12-31,Delhi,COVID-19,16371.0,333,16038,30000000
2022-01-07,Delhi,COVID-19,13053.0,181,12872,30000000
2022-01-14,Delhi,COVID-19,20759.0,242,20517,30000000
2022-01-21,Delhi,COVID-19,156346.0,1726,154620,30000000
2022-01-28,Delhi,COVID-19,21389.0,172,21217,30000000
2022-02-04,Delhi,COVID-19,26749.0,291,26458,30000000
2022-02-11,Delhi,COVID-19,21422.0,336,21086,30000000
2022-02-18,Delhi,COVID-19,28237.0,452,27785,30000000
2022-02-25,Delhi,COVID-19,31096.0,371,30725,30000000
2022-03-04,Delhi,COVID-19,31347.0,559,30788,30000000
2022-03-11,Delhi,COVID-19,26123.0,282,25841,30000000
2022-03-18,Delhi,COVID-19,29315.0,611,28704,30000000
2022-03-25,Delhi,COVID-19,30679.0,515,30164,30000000
2022-04-01,Delhi,COVID-19,31593.0,584,31009,30000000
2022-04-08,Delhi,COVID-19,23422.0,216,23206,30000000
2022-04-15,Delhi,COVID-19,,473,29956,30000000
2022-04-22,Delhi,COVID-19,24279.0,204,24075,30000000
2022-04-29,Delhi,COVID-19,79974.0,1173,78801,30000000
2022-05-06,Delhi,COVID-19,29928.0,429,29499,30000000
2022-05-13,Delhi,COVID-19,23214.0,428,22786,30000000
2022-05-20,Delhi,COVID-19,27238.0,601,26637,30000000
2022-05-27,Delhi,COVID-19,25527.0,516,25011,30000000
2022-06-03,Delhi,COVID-19,21422.0,481,20941,30000000
2022-06-10,Delhi,COVID-19,133959.0,2271,131688,30000000
2022-06-17,Delhi,COVID-19,21208.0,378,20830,30000000
2022-06-24,Delhi,COVID-19,16104.0,274,15830,30000000
2022-07-01,Delhi,COVID-19,14999.0,291,14708,30000000
2022-07-08,Delhi,COVID-19,11644.0,105,11539,30000000
2022-07-15,Delhi,COVID-19,11519.0,120,11399,30000000
2022-07-22,Delhi,COVID-19,9384.0,111,9273,30000000
2022-07-29,Delhi,COVID-19,7043.0,71,6972,30000000
2022-08-05,Delhi,COVID-19,7162.0,144,7018,30000000
2022-08-12,Delhi,COVID-19,4670.0,62,4608,30000000
2022-08-19,Delhi,COVID-19,2989.0,37,2952,30000000
2022-08-26,Delhi,COVID-19,2187.0,30,2157,30000000
2022-09-02,Delhi,COVID-19,1852.0,20,1832,30000000
2022-09-09,Delhi,COVID-19,769.0,7,762,30000000
2022-09-16,Delhi,COVID-19,457.0,4,453,30000000
